name	color	hallmark	disease
PPWD1			Neuroendocrine_Tumors Neoplasm_Metastasis
SLC2A13			Squamous_cell_carcinoma Breast_adenocarcinoma
KCND1	KRAS_SIGNALING_DN	KRAS_SIGNALING_DN	
GSTA2			Malignant_neoplasm_of_breast Breast_Carcinoma Malignant_Head_and_Neck_Neoplasm
BPGM		INTERFERON_GAMMA_RESPONSE HEME_METABOLISM KRAS_SIGNALING_UP	
PRDX4		E2F_TARGETS MYC_TARGETS_V1 REACTIVE_OXIGEN_SPECIES_PATHWAY	Polycystic_Ovary_Syndrome Carcinoma_of_lung Mammary_Neoplasms Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_prostate Squamous_cell_carcinoma_of_the_head_and_neck Myeloid_Leukemia Neoplasm_Metastasis Acute_Promyelocytic_Leukemia Malignant_neoplasm_of_lung Squamous_cell_carcinoma_of_mouth Adenocarcinoma Diabetes_Mellitus Primary_malignant_neoplasm_of_lung Pyruvate_Carboxylase_Deficiency_Disease Prostate_carcinoma Diabetes_Mellitus,_Insulin-Dependent Diabetes
AQP6			Ectodermal_Dysplasia Keratitis-Ichthyosis-Deafness_Syndrome Meniere_Disease Renal_Cell_Carcinoma Keratitis Acoustic_Neuroma Obsessive-Compulsive_Disorder
LRRC40			
PSKH2			
RRM2B	DNA_REPAIR	DNA_REPAIR	Neoplasm_Metastasis Prostate_carcinoma Stomach_Carcinoma Secondary_malignant_neoplasm_of_liver Malignant_neoplasm_of_prostate Ulcerative_Colitis Cervix_carcinoma Adenocarcinoma_of_colon Carcinoma_of_lung Malignant_tumor_of_cervix Cholangiocarcinoma Adenoma_of_large_intestine Malignant_tumor_of_colon Malignant_neoplasm_of_lung Intraepithelial_Neoplasia Colorectal_Cancer Kearns-Sayre_syndrome Mammary_Neoplasms Malignant_neoplasm_of_breast Prostatic_Intraepithelial_Neoplasias Mitochondrial_Diseases Leukemia,_Myelocytic,_Acute Inclusion_Body_Myositis_(disorder) Hyperactive_behavior Colorectal_Carcinoma cervical_cancer Carcinogenesis Squamous_cell_carcinoma_of_esophagus Colon_Carcinoma PROGRESSIVE_EXTERNAL_OPHTHALMOPLEGIA_WITH_MITOCHONDRIAL_DNA_DELETIONS,_AUTOSOMAL_RECESSIVE Secondary_malignant_neoplasm_of_lymph_node melanoma Tumor_Progression Metastatic_Neoplasm Primary_malignant_neoplasm_of_lung MYELODYSPLASTIC_SYNDROME Oropharyngeal_Carcinoma Encephalopathies Squamous_cell_carcinoma Adenocarcinoma Depletion_of_mitochondrial_DNA Degenerative_polyarthritis Breast_Carcinoma Malignant_neoplasm_of_oropharynx Brain_Diseases Chronic_progressive_external_ophthalmoplegia
CRYBB1			Cataract_microcornea_syndrome Congenital_cataract Strabismus Nuclear_pulverulent_cataract CATARACT,_AUTOSOMAL_DOMINANT Amblyopia Ametropia Cataract,_Pulverulent Cataract
CDKN2C		G2M_CHECKPOINT ADIPOGENESIS E2F_TARGETS	Rheumatoid_Arthritis Parathyroid_Gland_Adenocarcinoma Luminal_A_Breast_Carcinoma Adenoma Pituitary_Adenoma Glioma Glioblastoma_Multiforme Neoplasm_Metastasis Atypical_meningioma Multiple_Endocrine_Neoplasia Leukemia,_Plasma_Cell Hemangiosarcoma THYROID_CARCINOMA,_SPORADIC_MEDULLARY Hepatoblastoma Endocrine_Gland_Neoplasms Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Medulloblastoma Neuroblastoma Pituitary_Diseases Neuroectodermal_Tumor,_Primitive Parathyroid_Adenoma Retinoblastoma Glioblastoma Obesity Cirrhosis Central_neuroblastoma Retinopathy_of_Prematurity Breast_Carcinoma Malignant_tumor_of_parathyroid_gland Malignant_neoplasm_of_breast Smoldering_myeloma MYELODYSPLASTIC_SYNDROME Carcinogenesis Childhood_Rhabdomyosarcoma Cutaneous_Melanoma oligodendroglioma Morphologically_abnormal_structure_(morphologic_abnormality) Hepatocarcinogenesis Hemorrhagic_Fevers,_Viral Non-Small_Cell_Lung_Carcinoma Anaplastic_Oligodendroglioma Well_Differentiated_Oligodendroglioma Meningioma melanoma Monoclonal_Gammopathy_of_Undetermined_Significance Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Liver_carcinoma Rhabdomyosarcoma Multiple_Endocrine_Neoplasia_Type_1 Lupus_Erythematosus,_Systemic Malignant_neoplasm_of_lung Multiple_Myeloma
CTSW			Tuberculosis Gastroesophageal_reflux_disease Tuberculosis,_extrapulmonary
NSUN5			Acute_leukemia Ductal_Carcinoma Asthma Pancreatic_carcinoma Malignant_neoplasm_of_breast Colorectal_Cancer Tumor_Progression Glioma Breast_Carcinoma Malignant_neoplasm_of_pancreas Ductal_Breast_Carcinoma Carcinogenesis
SLC2A6	TNFA_SIGNALING_VIA_NFKB	TNFA_SIGNALING_VIA_NFKB	Coronary_Arteriosclerosis Kidney_Failure Prostatic_Diseases Hypouricemia Hypertensive_disease Lupus_Erythematosus,_Systemic Coronary_heart_disease Prostate_carcinoma Pre-renal_acute_kidney_injury Coronary_Artery_Disease Renal_hypouricemia Nephrolithiasis Hyperuricemia Arteriosclerosis Kidney_Failure,_Acute Mammary_Neoplasms Benign_Prostatic_Hyperplasia Kidney_Calculi Chronic_Kidney_Diseases Endothelial_dysfunction Malignant_neoplasm_of_prostate Multiple_Myeloma Atherosclerosis Myocardial_Infarction Posterior_reversible_encephalopathy_syndrome
SLC2A5		HYPOXIA SPERMATOGENESIS	Liver_neoplasms Liver_carcinoma Prostate_carcinoma High-Grade_Prostatic_Intraepithelial_Neoplasia Adenocarcinoma_of_lung_(disorder) Seminoma Diabetes_Mellitus,_Non-Insulin-Dependent Breast_Carcinoma Metabolic_Syndrome_X Malignant_neoplasm_of_prostate Idiopathic_Pulmonary_Fibrosis Malabsorption_Syndrome High_Grade_Intraepithelial_Neoplasia Adenocarcinoma_of_colon Hypertensive_disease Neuroblastoma Mammary_Neoplasms Malignant_neoplasm_of_breast
POLK			Colorectal_Carcinoma Colorectal_Cancer Primary_malignant_neoplasm_of_lung Carcinoma_of_lung Prostatic_Neoplasms Glioblastoma Malignant_neoplasm_of_prostate Carcinogenesis Malignant_neoplasm_of_lung
HSP90B1		UNFOLDED_PROTEIN_RESPONSE PI3K_AKT_MTOR_SIGNALING MTORC1_SIGNALING	Autoimmune_Diseases Colorectal_Carcinoma Breast_Carcinoma Chronic_Lymphocytic_Leukemia Sarcoma Liver_neoplasms Lupus_Vulgaris Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Diverticulitis Colon_Carcinoma Barrett_Esophagus Neoplasm_Metastasis Malignant_neoplasm_of_pancreas Tumor_Immunity Liver_carcinoma Protein_C_Deficiency Familial_encephalopathy_with_neuroserpin_inclusion_bodies Squamous_cell_carcinoma Embryonal_Carcinoma Familial_multiple_trichoepitheliomata Ulcerative_Colitis Down_Syndrome Pancreatic_Ductal_Adenocarcinoma Malignant_tumor_of_colon Neonatal_meningitis Osteosarcoma_of_bone Neuroblastoma Malignant_tumor_of_cervix Rheumatoid_Arthritis Mammary_Neoplasms Trisomy Glioblastoma Tumor_Progression Meningitis Intestinal_Diseases Degenerative_polyarthritis Fibrillation Bipolar_Disorder Histiocytoma Adenocarcinoma Listeriosis Multiple_tumors Pancreatitis,_Chronic Secondary_malignant_neoplasm_of_liver Recurrent_tumor Central_neuroblastoma Malignant_neoplasm_of_liver Malignant_neoplasm_of_ovary Crohn_Disease Malignant_Head_and_Neck_Neoplasm Atrial_Fibrillation Lymphoma Glioma Glomerulonephritis Pancreatic_carcinoma Glaucoma Metastatic_malignant_neoplasm_to_brain Malignant_neoplasm_of_breast Arthritis Cutaneous_Fibrous_Histiocytoma Lupus_Erythematosus,_Discoid Stomach_Carcinoma Lupus_Erythematosus Ovarian_Carcinoma cervical_cancer Teratocarcinoma Cervix_carcinoma melanoma Multiple_Myeloma Teratoma Chronic_atrial_fibrillation Colorectal_cancer_metastatic Cerebrovascular_Disorders Lupus_Erythematosus,_Systemic Carcinogenesis Cholangiocarcinoma Lafora_Disease Osteosarcoma Inflammatory_Bowel_Diseases Malignant_neoplasm_of_stomach Hepatitis_C Hamartoma_Syndrome,_Multiple
PGK1		HYPOXIA MTORC1_SIGNALING MYC_TARGETS_V1 GLYCOLYSIS	Lupus_Erythematosus,_Discoid X-Linked_Combined_Immunodeficiency_Diseases Carcinomatosis_of_peritoneal_cavity Malignant_neoplasm_of_colon_stage_IV Prostate_carcinoma Congestive_heart_failure Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_stomach Mental_Retardation Lymphoma Colon_Carcinoma Disseminated_Malignant_Neoplasm Retinitis_Pigmentosa_10 Neoplasms Acquired_aplastic_anemia Lupus_Erythematosus,_Systemic Neuroblastoma Stomach_Carcinoma Malignant_neoplasm_of_prostate Menkes_Kinky_Hair_Syndrome CLEFT_PALATE,_X-LINKED Malignant_tumor_of_colon Anemia Lupus_Vulgaris Angiogenic_Switch Deficiency_of_phosphoglycerate_kinase Charcot-Marie-Tooth_disease,_X-linked,_1 Carcinogenesis Phosphoglycerate_Kinase_1_Deficiency Colonic_Neoplasms Myopathy MYELODYSPLASTIC_SYNDROME Liver_neoplasms Urogenital_Abnormalities Cardiomyopathies Malignant_neoplasm_of_breast Stomach_Neoplasms Heart_failure Tumor_Progression Ovarian_Carcinoma Pituitary_Neoplasms Liver_carcinoma Anemia,_Hemolytic Lupus_Erythematosus Neoplasm_Metastasis Autosomal_dominant_retinitis_pigmentosa Dystonia_3,_Torsion,_X-Linked Breast_Carcinoma Intellectual_Disability Malignant_neoplasm_of_ovary Secondary_malignant_neoplasm_of_lung Pancreatic_Ductal_Adenocarcinoma Mammary_Neoplasms Christ-Siemens-Touraine_syndrome
SDHB		ADIPOGENESIS OXIDATIVE_PHOSPHORYLATION	Hereditary_Malignant_Neoplasm Hamartoma_Syndrome,_Multiple Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Secondary_malignant_neoplasm_of_lymph_node Coffin-Siris_syndrome Hypertensive_disease Pheochromocytoma,_Extra-Adrenal Leigh_Disease Cardiomyopathies Heart_Neoplasm Hereditary_Leiomyomatosis_and_Renal_Cell_Cancer Bladder_Neoplasm Hereditary_Paraganglioma Mitochondrial_Diseases Clear-cell_metastatic_renal_cell_carcinoma Carney_Triad Gastrointestinal_Stromal_Tumors Succinate-coenzyme_Q_reductase_deficiency Malignant_neoplasm_of_thyroid Nonnuclear_polymorphic_congenital_cataract Multiple_Endocrine_Neoplasia Pheochromocytoma Renal_Cell_Carcinoma Renal_carcinoma Cardiac_Paraganglioma Neurofibromatosis_1 Dehydration Medullary_carcinoma_of_thyroid Leukodystrophy Diabetic_Retinopathy Kidney_Neoplasm Von_Hippel-Lindau_Syndrome Gastric_Gastrointestinal_Stromal_Tumor Bilateral_pheochromocytoma_and_islet_cell_adenoma_of_the_pancreas Neoplasms Neoplasm_Metastasis Pituitary_Diseases Neuroblastoma Glomus_Tumor Nonproliferative_diabetic_retinopathy Carcinogenesis Paraganglioma Mitochondrial_Complex_II_Deficiency Multiple_Endocrine_Neoplasia_Type_2a Tumor_Initiation Secondary_Neoplasm Fibrous_bands Mucosal_ulcer Hereditary_Paraganglioma-Pheochromocytoma_Syndrome Paraganglioma_of_head_and_neck Uterine_Fibroids Malignant_neoplasm_of_urinary_bladder Hyperglycemia metastatic_pheochromocytoma Proliferative_diabetic_retinopathy Intraepithelial_Neoplasia Diabetes_Mellitus,_Non-Insulin-Dependent Chronic_Obstructive_Airway_Disease Pheochromocytoma,_malignant Carcinoma_of_bladder Malignant_Paraganglionic_Neoplasm Adrenal_Gland_Neoplasms Multiple_tumors Papillary_thyroid_carcinoma Thyroid_carcinoma Malignant_neuroendocrine_tumor Central_neuroblastoma Secondary_malignant_neoplasm_of_bone Multiple_endocrine_neoplasia_Type_2 PARAGANGLIOMA_AND_GASTRIC_STROMAL_SARCOMA Systolic_hypertension Familial_renal_cell_carcinoma Colorectal_Cancer Multiple_Endocrine_Neoplasia_Type_1 Collecting_Duct_Carcinoma_of_the_Kidney Carotid_Body_Paraganglioma Pituitary_Adenoma PARAGANGLIOMAS_4 Leukoencephalopathies Malignant_neoplasm_of_kidney Colorectal_Carcinoma Congenital_chromosomal_disease Breast_Carcinoma Extra-Adrenal_Paraganglioma Adrenal_Gland_Diseases Fibroid_Tumor Neuroendocrine_Tumors Diastolic_hypertension Chronic_progressive_external_ophthalmoplegia
GZMH			Familial_generalized_lipodystrophy Myeloid_Leukemia,_Chronic
SV2C			Parkinson_Disease Hypertensive_disease
POLR3B			Glioblastoma Leukoencephalopathies Leukodystrophy,_Hypomyelinating,_with_Hypodontia_and_Hypogonadotropic_Hypogonadism Muscle_Spasticity Hypodontia Polymicrogyria Human_immunodeficiency_virus,_type_2_[HIV-2]_infection_in_conditions_classified_elsewhere_and_of_unspecified_site Hypogonadotropic_hypogonadism Leukodystrophy Cataract Bilateral_cataracts_(disorder) Klinefelter_Syndrome
PMS2	E2F_TARGETS	E2F_TARGETS	Rash_and_Dermatitis_Adverse_Event_Associated_with_Chemoradiation Leukemia,_Myelocytic,_Acute Sarcoma Virus_Diseases Liver_carcinoma Prostatic_Neoplasms Prostatic_Intraepithelial_Neoplasias Colon_Carcinoma Prostate_carcinoma Brain_Tumor,_Primary Malignant_neoplasm_of_lung Carcinoma_of_lung Hepatitis_B Constitutional_Mismatch_Repair_Deficiency_Syndrome Thymic_Lymphoma Malignant_neoplasm_of_prostate Colonic_Polyps Hereditary_nonpolyposis_colorectal_carcinoma Hereditary_Nonpolyposis_Colorectal_Cancer Lymphoma Alcoholic_Liver_Diseases Medulloblastoma Turcot_syndrome_(disorder) Hereditary_Breast_and_Ovarian_Cancer_Syndrome Marinesco-Sjogren_syndrome Nephroblastoma Colorectal_Neoplasms Trichohepatoenteric_Syndrome Endometrioid_carcinoma_ovary Intestinal_Cancer Sebaceous_Adenocarcinoma Malignant_neoplasm_of_gastrointestinal_tract Teratozoospermia Breast_Carcinoma Gastrointestinal_Neoplasms Male_infertility Endometrial_Carcinoma Adenocarcinoma_of_colon Gallbladder_Carcinoma Malignant_neoplasm_of_duodenum Carcinoma,_Neuroendocrine Malignant_neoplasm_of_ovary Azoospermia Adenoma Renal_Cell_Carcinoma Uterine_Corpus_Cancer Noninfiltrating_Intraductal_Carcinoma Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Ovarian_Carcinoma Adenoma,_Villous Glioblastoma_Multiforme Lupus_Nephritis Malignant_tumor_of_colon Rectal_Carcinoma Polyp_of_large_intestine Uveal_melanoma Mucinous_Adenocarcinoma granulosa_cell_tumor Malignant_Childhood_Neoplasm Colorectal_Carcinoma Cervix_carcinoma Colorectal_Cancer FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Adenocarcinoma,_Endometrioid invasive_cancer Hereditary_Malignant_Neoplasm Rectal_Neoplasms Colonic_Neoplasms Adenocarcinoma_of_large_intestine Malignant_neoplasm_of_endometrium Duodenal_Cancer Rhabdomyosarcoma Brain_Neoplasms Glioblastoma Experimental_Organism_Basal_Cell_Carcinoma Epithelial_ovarian_cancer FRIEDREICH_ATAXIA_1 Malignant_Neoplasms Neurofibromatosis_1 Malignant_neoplasm_of_breast Fanconi_Anemia Carcinogenesis Malignant_tumor_of_peritoneum Multiple_polyps Primary_malignant_neoplasm_of_lung Adenocarcinoma_of_duodenum Primary_malignant_neoplasm Oligospermia Squamous_cell_carcinoma Neoplasms Polyendocrinopathies,_Autoimmune Leukemogenesis Undifferentiated_carcinoma
ABHD12			Usher_Syndrome,_Type_III Dwarfism Autosomal_recessive_retinitis_pigmentosa Polyneuropathy,_Hearing_Loss,_Ataxia,_Retinitis_Pigmentosa,_And_Cataract Polyneuropathy Polyneuropathy,_hearing_loss,_ataxia,_retinitis_pigmentosa,_cataract_syndrome Neurodegenerative_Disorders Bilateral_cataracts_(disorder) Retinitis_Pigmentosa Cataract
AMY2B			Malignant_neoplasm_of_lung Ichthyoses Congenital_ichthyosis Obesity Hyperamylasemia
PCCA			Colorectal_Cancer Arthritis,_Psoriatic Adenocarcinoma Metabolic_Diseases Propionic_acidemia PONTOCEREBELLAR_HYPOPLASIA,_TYPE_2D
CYP1B1			Glaucoma_of_childhood Multiple_adenomatous_polyps Corneal_Ulcer Malignant_Squamous_Cell_Neoplasm Malignant_neoplasm_of_esophagus Retinal_Diseases Acute_lymphocytic_leukemia Irido-corneo-trabecular_dysgenesis_(disorder) Pulmonary_Emphysema Choriocarcinoma Non-Small_Cell_Lung_Carcinoma Benign_Prostatic_Hyperplasia Malignant_neoplasm_of_pancreas Primary_amyloidosis Glaucoma Chronic_stable_plaque_psoriasis Primary_malignant_neoplasm Meningioma Gastrointestinal_Stromal_Tumors Congenital_Abnormality Premenopausal_breast_cancer Glaucoma,_Primary_Open_Angle Hyperactive_behavior Obesity Malignant_neoplasm_of_endometrium Invasive_carcinoma_of_breast Neural_Tube_Defects Polycystic_Ovary_Syndrome Colonic_Neoplasms Malignant_Head_and_Neck_Neoplasm Pancreatic_carcinoma Metastatic_Prostate_Carcinoma Malignant_neoplasm_of_larynx Breast_Carcinoma Prostatic_Neoplasms Renal_Cell_Carcinoma Mammary_Neoplasms Pancreatic_Ductal_Adenocarcinoma Urothelial_Carcinoma Carcinoma,_Transitional_Cell Hepatocellular_Adenoma Osteoporosis Patent_ductus_arteriosus Malignant_neoplasm_of_kidney Head_and_Neck_Carcinoma Glaucoma,_Open-Angle Uterine_Corpus_Cancer Familial_lichen_amyloidosis Stage_IV_Ovarian_Carcinoma Adenocarcinoma Recurrent_tumor Stomach_Carcinoma Malignant_Neoplasms Atrial_Septal_Defects Hydrophthalmos Prostate_cancer,_familial Irido-corneal_dysgenesis Malignant_neoplasm_of_breast Malignant_neoplasm_of_ovary Male_infertility Uterine_Fibroids Degenerative_polyarthritis Tumor_Progression Cardiovascular_Diseases Cervix_carcinoma Squamous_cell_carcinoma_of_esophagus Tumor_Initiation Malignant_neoplasm_of_gallbladder Adenoma Colorectal_Carcinoma Hereditary_pancreatitis Secondary_malignant_neoplasm_of_lymph_node Lymphoma Malignant_neoplasm_of_lung Lung_Neoplasms Preleukemia MYELODYSPLASTIC_SYNDROME Cardiovascular_disease+Pulmonary_disease Carcinoma_of_larynx Malignant_neoplasm_of_stomach Juvenile_open_angle Myocardial_Infarction Leukemia,_Myelocytic,_Acute Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Lymphoma,_Non-Hodgkin Neoplasms Leukoplakia,_Oral Squamous_cell_carcinoma Breast_Fibrocystic_Disease Primary_congenital_glaucoma Malignant_neoplasm_of_female_breast Bladder_Neoplasm Primary_angle-closure_glaucoma Diabetes_Mellitus,_Non-Insulin-Dependent Squamous_cell_carcinoma_of_the_head_and_neck Liver_neoplasms Optic_Atrophy,_Autosomal_Dominant Intraepithelial_Neoplasia SVEINSSON_CHORIORETINAL_ATROPHY Endometriosis Malignant_tumor_of_cervix Early-Onset_Glaucoma Prostate_carcinoma Carcinoma_of_bladder Endometrial_Carcinoma Hot_flushes Aortopulmonary_Septal_Defect Gallbladder_Carcinoma Idiopathic_pulmonary_arterial_hypertension Ovarian_Carcinoma Malignant_neoplasm_of_urinary_bladder Microphthalmos Neoplasm_Metastasis Meningioma,_benign,_no_ICD-O_subtype leukemia Menopausal_symptom Metabolic_Diseases Congenital_ocular_coloboma_(disorder) Hypertensive_disease Esophageal_carcinoma Oculo-dento-digital_syndrome cervical_cancer Metastasis_from_malignant_tumor_of_prostate Carcinoma_of_lung Multiple_Myeloma Primary_malignant_neoplasm_of_lung Refractory_cancer Endometriosis_of_pelvis Carcinogenesis Mammary_Tumorigenesis Female_Breast_Carcinoma Idiopathic_pulmonary_hypertension Autism_Spectrum_Disorders Chemical_Carcinogenesis Esophageal_Neoplasms Renal_carcinoma OVERLAP_CONNECTIVE_TISSUE_DISEASE Adenocarcinoma_of_lung_(disorder) Colorectal_Cancer Depressive_Symptoms Precancerous_Conditions Liver_carcinoma Malignant_neoplasm_of_prostate Slow_acetylator_due_to_N-acetyltransferase_enzyme_variant Ulcer
LRRC30			
LRRC59			Ataxia_Telangiectasia Colon_Carcinoma Malignant_neoplasm_of_lung Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung Malignant_tumor_of_colon Congenital_Heart_Defects Breast_Carcinoma Malignant_neoplasm_of_prostate Prostate_carcinoma Malignant_neoplasm_of_breast Adenomatous_Polyposis_Coli Carcinoma_of_lung
TBL1X			Steatohepatitis Fatty_Liver Obesity Colorectal_Cancer Malignant_neoplasm_of_breast Invasive_carcinoma_of_breast Sensorineural_Hearing_Loss_(disorder) Colorectal_Carcinoma Adult_onset_sensorineural_hearing_impairment Breast_Carcinoma Carcinogenesis Albinism,_Ocular Metabolic_Syndrome_X Liver_carcinoma Cerebrovascular_accident Breast_adenocarcinoma Hypertriglyceridemia Ocular_albinism,_type_I
LDHC		HYPOXIA GLYCOLYSIS SPERMATOGENESIS	Malignant_neoplasm_of_testis Carcinogenesis Non-Small_Cell_Lung_Carcinoma Oligospermia Adenocarcinoma_of_lung_(disorder) Renal_Cell_Carcinoma
GK			Muscular_Dystrophy,_Duchenne Congenital_hypoplasia_of_adrenal_gland Liver_neoplasms Diabetes_Mellitus,_Non-Insulin-Dependent Liver_carcinoma Deficiency_of_galactokinase Adrenal_gland_hypofunction Diabetes_Mellitus Mental_Retardation Klinefelter_Syndrome Contiguous_gene_syndrome Intellectual_Disability Obesity Deficiency_of_glycerol_kinase Hypogonadotropic_hypogonadism Inborn_Errors_of_Metabolism Becker_Muscular_Dystrophy X-linked_Adrenal_Hypoplasia
ACSM3	FATTY_ACID_METABOLISM	FATTY_ACID_METABOLISM	Cerebral_Vasospasm Brain_Aneurysm Aneurysm Obesity Hypertensive_disease Metabolic_Syndrome_X Essential_Hypertension Insulin_resistance_syndrome Overweight Dyslipidemias Neoplasm_Metastasis Hereditary_Coproporphyria Subarachnoid_Hemorrhage Cerebrovascular_accident
CDK5RAP1			Myopathy
