name	hallmark	disease
NOS2	ALLOGRAFT_REJECTION	Multiple_Chemical_Sensitivity Fibromyalgia Anemia_due_to_infection Cardiomyopathies Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_ovary Liver_diseases Ileal_Pouches Melanocytic_nevus Mammary_Neoplasms Non-obstructive_reflux-associated_chronic_pyelonephritis_(disorder) Athlete's_heart Seizures polyps Idiopathic_Hypereosinophilic_Syndrome Tuberculosis,_Pulmonary Colorectal_Cancer HIV_Encephalopathy IGA_Glomerulonephritis Acute_anaemia Leukemia,_T-Cell Leukemogenesis Arteriosclerosis Carcinoma_of_bladder Malignant_neoplasm_of_prostate Glioma Glaucoma Brain_Diseases Osteitis Rectal_Carcinoma Colorectal_Carcinoma Chronic_kidney_disease_stage_5 Sarcoma Bipolar_Disorder Adenocarcinoma_of_large_intestine Hypertensive_disease Alzheimer's_Disease Parasitic_Diseases Henoch-Schoenlein_Purpura Nasal_Type_Extranodal_NK/T-Cell_Lymphoma Nasopharyngeal_carcinoma Depressive_disorder Rheumatoid_Arthritis Cachexia Coronary_Artery_Disease Cognition_Disorders Bronchiolitis Non-Small_Cell_Lung_Carcinoma Colorectal_cancer_metastatic Chronic_rhinitis melanoma Lymphoepithelioid_lymphoma_(clinical) Diabetic_Nephropathy Meningioma Cerebrovascular_Disorders Hepatitis_A Mast-Cell_Sarcoma Polymyositis High-Grade_Squamous_Intraepithelial_Lesions Malignant_neoplasm_of_lung Nevus Endometriosis Malaria Virus_Diseases Adenomatous_polyp_of_colon Autoimmune_Diseases Cholangiocarcinoma Low_Grade_Squamous_Intraepithelial_Neoplasia Lymphoma Eosinophilic_leukemia Stomach_Carcinoma Mesangial_proliferative_glomerulonephritis Coronary_heart_disease Amyloidosis Gastric_Adenocarcinoma leukemia Sepsis Adenocarcinoma Rett_Syndrome Meniere_Disease Bacterial_Infections Periapical_Granuloma Multiple_Sclerosis,_Relapsing-Remitting VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Amyotrophic_Lateral_Sclerosis Vascular_Diseases MILES-CARPENTER_X-LINKED_MENTAL_RETARDATION_SYNDROME Septicemia Retinal_Diseases Schizophrenia Glioblastoma Malignant_Neoplasms Synovial_Cyst Gallbladder_Carcinoma Carcinoma_of_lung Systemic_Scleroderma Impaired_cognition Heart_Diseases Squamous_cell_carcinoma ovarian_neoplasm Malignant_neoplasm_of_urinary_bladder Glaucoma,_Primary_Open_Angle Atherosclerosis Muscular_Dystrophy,_Duchenne Pulmonary_Emphysema Disorder_of_the_optic_nerve Chronic_myeloproliferative_disorder Primary_malignant_neoplasm_of_lung Frontotemporal_dementia Anemia Marginal_Zone_B-Cell_Lymphoma Diabetic_Retinopathy HIV_encephalitis Nasal_and_nasal-type_NK/T-cell_lymphoma Tumor_Angiogenesis Bladder_Neoplasm Lupus_Erythematosus,_Systemic Colon_Carcinoma Leishmaniasis Adenoid_Cystic_Carcinoma Triple_Negative_Breast_Neoplasms Malignant_neoplasm_of_gallbladder Cholelithiasis Fatigue Salivary_duct_carcinoma Respiratory_syncytial_virus_(RSV)_infection_in_conditions_classified_elsewhere_and_of_unspecified_site Vitiligo Motor_symptoms Disorder_of_Achilles_tendon pediatric_AIDS Brain_Neoplasms Cerebral_Infarction Hyperargininemia Malaria,_Cerebral Ulcer Headache Manic Blackout_-_symptom Metabolic_Syndrome_X Pneumonia Schistosomiasis Kidney_Diseases Pervasive_Development_Disorder Congestive_heart_failure Chronic_Lymphocytic_Leukemia Asthma Hydrosalpinx_(disease) Colitis Carcinogenesis Adenocarcinoma_of_colon Malaria,_Falciparum Heart_failure Ki-1+_Anaplastic_Large_Cell_Lymphoma Meconium_Aspiration_Syndrome Myocardial_Ischemia B-Cell_Lymphomas T-Cell_Lymphoma Cerebral_Palsy Lymphoma,_Non-Hodgkin Dermatomyositis Medullary_carcinoma_of_thyroid MYELODYSPLASTIC_SYNDROME Liver_carcinoma Acute_Chest_Syndrome Neoplasm_Metastasis Neoplasms Adult_type_dermatomyositis Malignant_tumor_of_colon Invasive_Lobular_Breast_Carcinoma Leishmaniasis,_Visceral Tuberculosis Acute_lymphocytic_leukemia Subarachnoid_Hemorrhage Cluster_Headache Prostate_carcinoma Down_Syndrome Histiocytosis_haematophagic Gastritis Myxoid_cyst Diffuse_Large_B-Cell_Lymphoma Esophageal_Achalasia Hyperactive_behavior Hepatitis_C Mucosa-Associated_Lymphoid_Tissue_Lymphoma Plaque,_Amyloid Diabetes_Mellitus,_Insulin-Dependent Acute_monocytic/monoblastic_leukemia Ureteral_obstruction Breast_Carcinoma Shigella_Infections Diarrhea Malignant_lymphoma_-_lymphoplasmacytic Enteropathy-Associated_T-Cell_Lymphoma Erectile_dysfunction Malignant_Fibrous_Histiocytoma Psychotic_symptom Waldenstrom_Macroglobulinemia Tumor_Progression Influenza Asperger_Syndrome Malignant_neoplasm_of_stomach Diabetes Celiac_Disease Ovarian_Carcinoma Cerebral_Ischemia Attention_deficit_hyperactivity_disorder Chlamydia_Infections Mental_Depression Corneal_pannus Common_Cold Parasitic_infection Necrotizing_enterocolitis_in_fetus_OR_newborn Multiple_Sclerosis Reflux_nephropathy_(disorder) Respiratory_Syncytial_Virus_Infections Adenocarcinoma,_Basal_Cell Herpes_Simplex_Infections Mycobacterium_Infections Cardiovascular_Diseases Encephalomyelitis Autistic_Disorder Benign_melanocytic_nevus Ocular_Hypertension nervous_system_disorder Vasculitis Diabetes_Mellitus Arthritis Giant_Cell_Arteritis Lymphoma,_Follicular Cutaneous_Melanoma Pyogenic_granuloma_of_skin Angioimmunoblastic_Lymphadenopathy Colonic_Polyps Chronic_inflammatory_disorder Chronic_Obstructive_Airway_Disease Adenomatous_Polyposis_Coli Pancreatic_Neoplasm Renal_carcinoma Primary_sclerosing_cholangitis Liver_neoplasms Prostatic_Diseases HIV_Infections Stable_angina Infection_caused_by_Helicobacter_pylori Essential_Hypertension Hepatitis_C,_Chronic Renal_Insufficiency Osteopenia Intracranial_Aneurysm Chronic_viral_hepatitis Papillary_thyroid_carcinoma Cardiomyopathy,_Dilated Primary_ulcer_of_intestine Chronic_Fatigue_Syndrome Cystic_Fibrosis Achalasia Cardiovascular_Pathology gastritis_h_pylori Myocardial_Infarction Behcet_Syndrome Infant,_Premature Jet_Lag_Syndrome Chronic_heart_failure Primary_Cutaneous_Anaplastic_Large_Cell_Lymphoma Endothelial_dysfunction Parkinson_Disease Cardiac_Arrest Metaplastic_carcinoma Colorectal_Neoplasms Peripheral_T-Cell_Lymphoma Crohn_Disease prostatitis Human_anaplasmosis_due_to_Anaplasma_phagocytophilum Pouchitis Hyperglycemia Rhinovirus_infection Migraine_with_Aura Optic_Neuropathy Coronary_Arteriosclerosis Nephritis Carotid_Artery_Plaque Malignant_neoplasm_of_kidney Cerebral_arterial_aneurysm Adult_T-Cell_Lymphoma/Leukemia Chronic_eosinophilic_leukemia Effects_of_heat Familial_lichen_amyloidosis Pyogenic_granuloma Central_neuroblastoma Obesity lymph_node_infected Restenosis Alcoholic_blackout Chagas_Disease Kidney_Failure,_Chronic Malignant_Head_and_Neck_Neoplasm Myocarditis Arthritis,_Psoriatic Sickle_Cell_Trait Neuroblastoma Gastroesophageal_reflux_disease Lipomatosis,_Multiple_Symmetrical Diabetes_Mellitus,_Non-Insulin-Dependent Squamous_cell_carcinoma_of_the_head_and_neck Sarcoma,_Spindle_Cell Leukopenia Chest_Pain Tendinopathy Encephalitis Male_infertility Anastomosis Ulcerative_Colitis Cerebrovascular_accident aggressive_cancer Bronchiectasis Senile_angioma Psoriasis Cardiovascular_Abnormalities Idiopathic_pulmonary_arterial_hypertension basal_cell_adenocarcinoma_of_salivary_gland Malignant_neoplasm_of_breast Inclusion_Body_Myopathy,_Sporadic Hepatitis Autism_Spectrum_Disorders Benign_Prostatic_Hyperplasia androgen_independent_prostate_cancer Secondary_malignant_neoplasm_of_liver Migraine_Disorders
KCND1	KRAS_SIGNALING_DN	
KCNA3	INFLAMMATORY_RESPONSE	Benign_Prostatic_Hyperplasia Machado-Joseph_Disease Epileptic_encephalopathy Hyperinsulinemic_hypoglycemia Benign_Familial_Convulsion Amyloidosis Chronic_Lymphocytic_Leukemia Amaurosis_congenita_of_Leber,_type_1 Ataxia,_Spinocerebellar Diabetes_Mellitus,_Transient_Neonatal,_1 Tumor_Progression Atrial_Fibrillation Congenital_adrenal_hyperplasia Creutzfeldt-Jakob_disease Brain_Neoplasms Acute_myocardial_infarction Carcinoma_of_lung cardiac_symptom Malignant_neoplasm_of_breast Anorexia_Nervosa Ataxia Depressive_disorder Hypokalemic_periodic_paralysis Dysmorphic_features Coronary_Artery_Disease Ventricular_arrhythmia Trichohepatoenteric_Syndrome Multiple_Sclerosis Glioblastoma SeSAME_syndrome Osteosarcoma EARLY_REPOLARIZATION_ASSOCIATED_WITH_VENTRICULAR_FIBRILLATION Familial_benign_neonatal_epilepsy Hyperinsulinism Neurodegenerative_Disorders Epilepsies,_Partial Reactive_hypoglycemia Malignant_tumor_of_colon Breast_Carcinoma Neuroendocrine_disease_or_syndrome Migraine_with_Aura Sudden_infant_death_syndrome Osteosarcoma_of_bone Myoclonic_Epilepsies,_Progressive Papilloma Mastodynia Brain_Diseases Conn_Syndrome Leber_Congenital_Amaurosis precancerous_lesions Autosomal_dominant_tubulointerstitial_kidney_disease Adenoma Cerebral_Ischemia Unverricht-Lundborg_Syndrome Autoimmune_Diseases Glioblastoma_Multiforme Amelogenesis_imperfecta_nephrocalcinosis Maturity_onset_diabetes_mellitus_in_young Common_Migraine Diabetes_Mellitus,_Non-Insulin-Dependent Epilepsy,_Generalized Colon_Carcinoma Hyperleucinemia Hyperkalemic_periodic_paralysis Isaacs_syndrome nervous_system_disorder Small_cell_carcinoma_of_lung Central_neuroblastoma Carcinogenesis Chromosome_1p36_Deletion_Syndrome idiopathic_epilepsy Brugada_Syndrome_(disorder) Fever Neuralgia DIABETES_MELLITUS,_PERMANENT_NEONATAL Neoplasm_Metastasis Chronic_atrial_fibrillation Familial_Periodic_Paralysis Breast_adenocarcinoma Malignant_Neoplasms Acute_onset_pain Congenital_Hyperinsulinism Leukemia,_Myelocytic,_Acute Encephalitis Developmental_Delay,_Epilepsy,_and_Neonatal_Diabetes Medulloblastoma Ischemic_stroke Snowflake_vitreoretinal_degeneration Congenital_long_QT_syndrome Gerstmann-Straussler-Scheinker_Disease leukemia Carcinoma_breast_stage_IV Vascular_Diseases Bipolar_Disorder Glioma Andersen_Syndrome Carney_Complex insulinoma Adrenocortical_carcinoma Developmental_delay_(disorder) Prion_Diseases Familial_hyperaldosteronism_type_3 Dementia Borderline_Personality_Disorder Long_QT_Syndrome Malignant_neoplasm_of_prostate Jervell-Lange_Nielsen_Syndrome Transient_neonatal_diabetes_mellitus Episodic_ataxia_type_2_(disorder) Ulcerative_Colitis Acquired_Neuromyotonia Convulsions_in_the_newborn Cystic_Fibrosis Adrenal_hyperplasia periodic_paralysis_(finding) Liver_carcinoma Familial_migraine Down_Syndrome Tremor Myokymia Schizophrenia Choroid_Plexus_Carcinoma Benign_neonatal_epilepsy Mental_disorders Myasthenia_Gravis Episodic_ataxia_type_1 Atherosclerosis Squamous_cell_carcinoma Heart_Diseases Chronic_Obstructive_Airway_Disease Rheumatoid_Arthritis AIDS_Dementia_Complex Idiopathic_pulmonary_arterial_hypertension Malignant_Head_and_Neck_Neoplasm Neurologic_Symptoms Myoclonic_Epilepsy Myocardial_Infarction Channelopathies Tauopathies Inflammatory_Bowel_Diseases Cerebellar_Ataxia Spinocerebellar_ataxia_13 Cerebral_metastasis Amyotrophic_Lateral_Sclerosis Diabetes_Mellitus Hypoglycemia Convulsions Seizures Neuroblastoma Metastatic_malignant_neoplasm_to_brain Multiple_Myeloma Adrenal_hypertrophy_or_hyperplasia Encephalopathies Epilepsy Virus_Diseases Mental_Depression Fragile_X_Syndrome Cone_dystrophy Townes_syndrome Premature_Obstetric_Labor Fetal_Alcohol_Spectrum_Disorders Primary_malignant_neoplasm Long_Qt_Syndrome_2 Cerebrovascular_accident Episodic_Ataxia Mammary_Neoplasms Motor_Neuron_Disease Hypokalemic_periodic_paralysis_type_1 Congenital_chromosomal_disease Torsades_de_Pointes Limbic_Encephalitis Familial_Hyperaldosteronism Neonatal_diabetes_mellitus Bartter_Disease Obesity Migraine_Disorders Essential_Hypertension cardiac_event Romano-Ward_Syndrome EPILEPSY,_BENIGN_NEONATAL,_2 DOWN_SYNDROME_CRITICAL_REGION Hypertensive_disease Diabetes Cardiovascular_Diseases Epilepsy,_Temporal_Lobe Impaired_cognition Nesidioblastosis Diastolic_hypertension Alzheimer's_Disease Prostate_carcinoma Arteriosclerosis Bronchopulmonary_Dysplasia KEPPEN-LUBINSKY_SYNDROME BREAST_PAIN_FEMALE CNS_disorder Coronary_heart_disease Chronic_acquired_lymphedema Congestive_heart_failure Autosomal_Dominant_Nocturnal_Frontal_Lobe_Epilepsy
HELLS	E2F_TARGETS	Colorectal_Cancer Squamous_cell_carcinoma_of_the_head_and_neck Colorectal_Carcinoma Sezary_Syndrome Stomach_Carcinoma Secondary_malignant_neoplasm_of_lymph_node Metastatic_Neoplasm Non-Small_Cell_Lung_Carcinoma Retinoblastoma Malignant_neoplasm_of_stomach Malignant_neoplasm_of_breast Breast_Carcinoma Neoplasm_Metastasis Mycosis_Fungoides Adenocarcinoma_of_lung_(disorder) Immunodeficiency_syndrome,_variable
RAD54L	G2M_CHECKPOINT	Malignant_neoplasm_of_pancreas Mammary_Neoplasms Meningioma Pancreatic_carcinoma Ovarian_Carcinoma Chronic_Lymphocytic_Leukemia Choroid_Plexus_Carcinoma Glioma Meningeal_Neoplasms Malignant_neoplasm_of_ovary Immunologic_Deficiency_Syndromes
ABCB7	OXIDATIVE_PHOSPHORYLATION	ANEMIA,_SIDEROBLASTIC,_AND_SPINOCEREBELLAR_ATAXIA MYELODYSPLASTIC_SYNDROME Hypercholesterolemia Anemia Hereditary_sideroblastic_anemia Sideroblastic_anemia Chagas_Disease Congenital_cerebellar_ataxia Iron_Overload Cerebellar_Ataxia Ataxia Mitochondrial_Diseases
NDUFA9	OXIDATIVE_PHOSPHORYLATION	
PYGB	GLYCOLYSIS	
PYGL	GLYCOLYSIS	Glycogen_Storage_Disease_Type_VI Glycogen_Storage_Disease_Type_I Fibrosis,_Liver Gerstmann-Straussler-Scheinker_Disease Massive_Osteolyses Hepatocellular_Adenoma Glycogen_storage_disease,_type_IX Fasting_Hypoglycemia Glycogen_Storage_Disease_Type_III Glycogen_Storage_Disease_Type_V Cardiomyopathies
ALOX15	SPERMATOGENESIS	Colorectal_Neoplasms Periodontal_Diseases Colon_Carcinoma Pyruvate_Carboxylase_Deficiency_Disease Asthma Rheumatoid_Arthritis Secondary_malignant_neoplasm_of_lymph_node Prostatic_Neoplasms Adenoma Cardiac_fibrosis Malignant_neoplasm_of_lung Diabetes_Mellitus,_Insulin-Dependent Peripheral_Neuropathy Esophageal_carcinoma Coronary_Arteriosclerosis Carcinoma_of_lung Solid_Neoplasm Lung_Neoplasms Diabetes_Mellitus Squamous_cell_carcinoma Pancreatic_carcinoma Undifferentiated_leukemia Nephritis Carcinogenesis Diabetic_Neuropathies Congestive_heart_failure Rectal_Carcinoma Acute_Undifferentiated_Leukemia Malignant_neoplasm_of_esophagus Memory_impairment Aspergillosis,_Allergic_Bronchopulmonary Diabetes Pancreatic_Neoplasm Heart_failure Restenosis Hodgkin_Disease Degenerative_polyarthritis Cardiovascular_Diseases Neoplasm_Metastasis Hypertensive_disease Middle_Cerebral_Artery_Occlusion Non-Small_Cell_Lung_Carcinoma Retinal_Diseases Cognition_Disorders Colorectal_Cancer Malignant_neoplasm_of_pancreas Pneumonia Myocardial_Infarction Glioblastoma_Multiforme leukemia Alzheimer's_Disease Malignant_neoplasm_of_stomach Post-Traumatic_Stress_Disorder Coronary_Artery_Disease Psoriasis Gingival_Diseases Atherosclerosis Polyp_of_large_intestine Primary_malignant_neoplasm_of_lung Limb_ischemia Pneumonitis Stomach_Carcinoma Hyperglycemia Neuroblastoma Esophageal_Neoplasms Obesity Endometriosis Impaired_cognition Benign_Prostatic_Hyperplasia Sepsis Myeloproliferative_disease Epithelial_ovarian_cancer Squamous_cell_carcinoma_of_esophagus Adenomatous_Polyposis_Coli Coronary_heart_disease Cystic_Fibrosis Central_neuroblastoma Vitelliform_Macular_Dystrophy Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_neoplasm_of_breast Arteriosclerosis Non-alcoholic_Fatty_Liver_Disease Becker_Muscular_Dystrophy Leukostasis polyps melanoma Ovarian_Carcinoma Diabetic_Retinopathy Myeloid_Leukemia,_Chronic Malignant_tumor_of_colon Malignant_neoplasm_of_prostate Arthritis Mild_cognitive_disorder Chronic_myeloproliferative_disorder Aspirin_exacerbated_respiratory_disease Breast_Carcinoma Prostatic_Intraepithelial_Neoplasias Colorectal_Carcinoma Adenoma_of_large_intestine Malignant_neoplasm_of_ovary Prostate_carcinoma
ALOX12B	KRAS_SIGNALING_DN	Carcinoma_of_lung Ichthyosiform_Erythroderma,_Congenital Squamous_cell_carcinoma Congenital_Nonbullous_Ichthyosiform_Erythroderma Primary_malignant_neoplasm_of_lung Ichthyoses Hyperkeratosis,_Epidermolytic Congenital_ichthyosis Dermatologic_disorders Malignant_neoplasm_of_lung
SLC5A6	ADIPOGENESIS	Malignant_neoplasm_of_prostate Breast_Carcinoma Malignant_neoplasm_of_breast Precursor_cell_lymphoblastic_lymphoma Prostate_carcinoma Choriocarcinoma PACHYONYCHIA_CONGENITA_3
SLC5A5	KRAS_SIGNALING_DN	Glioma Colorectal_Carcinoma Liver_carcinoma Malignant_Squamous_Cell_Neoplasm Cancer_of_Urinary_Tract Ataxia_Telangiectasia Malignant_neoplasm_of_pancreas Carcinoma,_Papillary Hypothyroidism Thyroid_Gland_Follicular_Adenoma refractory_plasma_cell_neoplasm Virus_Diseases Choriocarcinoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Congenital_Hypothyroidism Cholangiocarcinoma Medulloblastoma Autoimmune_thyroid_disease Mesothelioma Carcinogenesis Solid_Neoplasm Malignant_neoplasm_of_breast Thyroid_Neoplasm Secondary_malignant_neoplasm_of_lymph_node Myocardial_Infarction Pendred's_syndrome Well_Differentiated_Pancreatic_Endocrine_Tumor Malignant_neoplasm_of_ovary Hyperthyroidism Malignant_neoplasm_of_prostate Malignant_neoplasm_of_liver Neoplasm_Metastasis Measles Embryonal_Carcinoma Neuropathy Glioblastoma Medullary_carcinoma_of_thyroid Colorectal_Neoplasms Hashimoto_Disease Congenital_contractural_arachnodactyly Neoplasms Anaplastic_thyroid_carcinoma Adenomatous_Polyposis_Coli Rheumatoid_Arthritis Breast_Carcinoma Liver_neoplasms Testicular_Neoplasms Mammary_Neoplasms Autoimmune_Diseases melanoma Differentiated_Thyroid_Gland_Carcinoma Pituitary_Neoplasms Nephroblastoma Herpes_Simplex_Infections Fibroadenoma Prostate_carcinoma Seminoma Stomach_Carcinoma Disseminated_Malignant_Neoplasm Malignant_neoplasm_of_stomach Stomach_Neoplasms Breast_Diseases Malignant_Glioma Metastatic_malignant_neoplasm_to_brain Carcinoma_of_lung Placental_Choriocarcinoma Ovarian_Carcinoma Hepatocarcinogenesis HYPERTRICHOSIS,_CONGENITAL_GENERALIZED Pancreatic_Ductal_Adenocarcinoma Iodide_transport_defect Central_neuroblastoma Malignant_neoplasm_of_colon_stage_IV Adenocarcinoma Tumor_Progression ovarian_neoplasm Adenoma Diabetic_Neuropathies Malignant_neoplasm_of_thyroid Nasopharyngeal_carcinoma Retinoblastoma Papillary_thyroid_carcinoma Pancreatic_Neoplasm Thyroid_Nodule Leukemia,_Myelocytic,_Acute Follicular_thyroid_carcinoma Thyroid_carcinoma Anaplastic_carcinoma Prostatic_Neoplasms Thyroid_Diseases colon_cancer_liver_metastasis Malignant_Head_and_Neck_Neoplasm Neuroendocrine_Tumors Colonic_Neoplasms Anaplasia Primary_malignant_neoplasm_of_lung Neuroblastoma Squamous_cell_carcinoma Adenocarcinoma_of_prostate Malignant_tumor_of_colon Non-Small_Cell_Lung_Carcinoma Colorectal_Cancer Teratoma Multiple_Myeloma Colon_Carcinoma Papillary_Thyroid_Microcarcinoma Graves_Disease Familial_medullary_thyroid_carcinoma Malignant_neoplasm_of_lung Pancreatic_carcinoma Rat_Adrenal_Gland_Pheochromocytoma Nodule Vesicular_Stomatitis
KCNJ8	ANGIOGENESIS	Abnormality_of_the_skeletal_system Cardiomyopathy,_Familial_Idiopathic Ventricular_Fibrillation EARLY_REPOLARIZATION_ASSOCIATED_WITH_VENTRICULAR_FIBRILLATION Sudden_infant_death_syndrome Amelogenesis_imperfecta_nephrocalcinosis Cantu_syndrome Brugada_Syndrome_(disorder) Atrial_Fibrillation Sepsis Septicemia
KCNJ2	INFLAMMATORY_RESPONSE	Glycogen_Storage_Disease_Type_IV Andersen_Syndrome Thyrotoxic_periodic_paralysis Familial_Periodic_Paralysis Prieto_X-linked_mental_retardation_syndrome Ventricular_tachycardia,_polymorphic Ventricular_arrhythmia Short_QT_Syndrome_3 Bidirectional_tachycardia Central_neuroblastoma Heart_Diseases Carney_Complex Short_Qt_Syndrome Acquired_scoliosis Dysmorphic_features Tachycardia,_Ventricular Scoliosis,_unspecified Small_cell_carcinoma_of_lung Long_QT_Syndrome Cardiac_Arrest Trichohepatoenteric_Syndrome periodic_paralysis_(finding) Ventricular_Fibrillation Atrial_Fibrillation Neuroblastoma Short_QT_Syndrome_1 Cardiomyopathies Myopathy Syncope Channelopathies VENTRICULAR_TACHYCARDIA,_CATECHOLAMINERGIC_POLYMORPHIC,_1_(disorder)
SRSF3	MYC_TARGETS_V1	Colorectal_Carcinoma Dysautonomia,_Familial Malignant_neoplasm_of_ovary Breast_Carcinoma Lymphoma,_Follicular Ovarian_Carcinoma Epithelial_ovarian_cancer Hematopoietic_Neoplasms Tumor_Progression Bipolar_Disorder Colorectal_Neoplasms Osteosarcoma_of_bone Influenza Central_neuroblastoma ovarian_neoplasm Liver_carcinoma Osteosarcoma Rhinovirus_infection Picornaviridae_Infections Colorectal_Cancer Cerebrovascular_accident Carcinogenesis Malignant_neoplasm_of_large_intestine Malignant_tumor_of_colon Malignant_neoplasm_of_breast Frontotemporal_dementia Neuroblastoma Tumor_Initiation Alzheimer's_Disease Benign_Ovarian_Neoplasm Colon_Carcinoma
SRSF7	MYC_TARGETS_V1	
RRM2B	DNA_REPAIR	Neoplasm_Metastasis Prostate_carcinoma Stomach_Carcinoma Secondary_malignant_neoplasm_of_liver Malignant_neoplasm_of_prostate Ulcerative_Colitis Cervix_carcinoma Adenocarcinoma_of_colon Carcinoma_of_lung Malignant_tumor_of_cervix Cholangiocarcinoma Adenoma_of_large_intestine Malignant_tumor_of_colon Malignant_neoplasm_of_lung Intraepithelial_Neoplasia Colorectal_Cancer Kearns-Sayre_syndrome Mammary_Neoplasms Malignant_neoplasm_of_breast Prostatic_Intraepithelial_Neoplasias Mitochondrial_Diseases Leukemia,_Myelocytic,_Acute Inclusion_Body_Myositis_(disorder) Hyperactive_behavior Colorectal_Carcinoma cervical_cancer Carcinogenesis Squamous_cell_carcinoma_of_esophagus Colon_Carcinoma PROGRESSIVE_EXTERNAL_OPHTHALMOPLEGIA_WITH_MITOCHONDRIAL_DNA_DELETIONS,_AUTOSOMAL_RECESSIVE Secondary_malignant_neoplasm_of_lymph_node melanoma Tumor_Progression Metastatic_Neoplasm Primary_malignant_neoplasm_of_lung MYELODYSPLASTIC_SYNDROME Oropharyngeal_Carcinoma Encephalopathies Squamous_cell_carcinoma Adenocarcinoma Depletion_of_mitochondrial_DNA Degenerative_polyarthritis Breast_Carcinoma Malignant_neoplasm_of_oropharynx Brain_Diseases Chronic_progressive_external_ophthalmoplegia
RRM1	MYC_TARGETS_V1	Upper_Respiratory_Infections Hepatoblastoma Multiple_Myeloma Aplasia_Cutis_Congenita Stage_IV_Bladder_Cancer_AJCC_v6 Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_stomach Nephroblastoma Pancreatic_carcinoma Colorectal_cancer_metastatic Vomiting Colorectal_Cancer Breast_Carcinoma Malignant_neoplasm_of_lung stage,_non-small_cell_lung_cancer Malignant_tumor_of_colon Triple_Negative_Breast_Neoplasms Carcinoma_of_lung Carcinogenesis Malignant_neoplasm_of_pancreas Colon_Carcinoma Malignant_mesothelioma Xeroderma_Pigmentosum,_Complementation_Group_D ovarian_neoplasm Leukopenia Small_cell_carcinoma_of_lung Xeroderma_pigmentosum,_group_G myeloblastosis Rectal_Carcinoma Nausea_and_vomiting Lung_Neoplasms Malignant_neoplasm_of_breast Thrombocytopenia Malignant_neoplasm_of_large_intestine Secondary_malignant_neoplasm_of_liver TDP-43_Proteinopathies Adenocarcinoma Squamous_cell_carcinoma Adrenal_Cancer Stomach_Carcinoma Neoplasm_Metastasis Mammary_Neoplasms Biliary_Tract_Cancer Primary_malignant_neoplasm_of_lung Carcinoma_breast_stage_IV Adenocarcinoma,_Clear_Cell Malignant_neoplasm_of_adrenal_cortex Neutropenia Colorectal_Carcinoma Thymus_Neoplasms Virus_Diseases Agenesis_of_corpus_callosum Chronic_Obstructive_Airway_Disease Adrenocortical_carcinoma Non-Small_Cell_Lung_Carcinoma
PCSK1	PANCREAS_BETA_CELLS	Neoplasm_Metastasis Insulin_resistance_syndrome Myocardial_Infarction Diabetes Pituitary_Adenoma Obesity Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_neoplasm_of_urinary_bladder leukemia Adenoma Pituitary-dependent_Cushing's_disease Diabetic_Nephropathy Monogenic_Obesity Coronary_heart_disease Disseminated_Malignant_Neoplasm Hypertensive_disease Dyslipidemias Small_cell_carcinoma_of_lung Overweight Obesity,_Morbid Hepatitis Hyperglycemia Rheumatoid_Arthritis Ovarian_Failure,_Premature Coronary_Arteriosclerosis Hepatitis_A Diabetes_Insipidus Essential_Hypertension Intestinal_Neoplasms Malignant_Childhood_Neoplasm Testicular_hypogonadism Diabetes_Mellitus Malabsorption_Syndrome Metabolic_Syndrome_X Coronary_Artery_Disease Premature_Menopause Diarrhea Central_Diabetes_Insipidus Fibrolamellar_Hepatocellular_Carcinoma Pediatric_Obesity
PCSK2	PANCREAS_BETA_CELLS	Colorectal_Cancer Obesity Neuroepithelioma Hypoglycemic_shock Follicular_thyroid_carcinoma Thyroid_Neoplasm Pituitary-dependent_Cushing's_disease Colorectal_Carcinoma Diabetes Amyotrophic_Lateral_Sclerosis Follicular_adenoma Pheochromocytoma ACTH-Secreting_Pituitary_Adenoma Pituitary_Adenoma Adenoma Myocardial_Infarction Polycystic_Kidney,_Autosomal_Dominant Diabetes_Mellitus,_Non-Insulin-Dependent Diabetes_Mellitus Neuroectodermal_Tumor,_Primitive
