name	hallmark	disease
GBF1	PROTEIN_SECRETION	Hepatitis_C Enterovirus_Infections Dengue_Fever
MYL12A	ANDROGEN_RESPONSE	Carcinoma_of_lung Malignant_neoplasm_of_lung Cardiomyopathy,_Hypertrophic,_Familial Hyperlipoproteinemia_Type_IIa Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung Liver_carcinoma Liver_neoplasms Cardiomyopathies Bladder_neck_obstruction Conventional_(Clear_Cell)_Renal_Cell_Carcinoma
COPA	EPITHELIAL_MESENCHYMAL_TRANSITION	Lung_diseases Arthritis AUTOIMMUNE_INTERSTITIAL_LUNG,_JOINT,_AND_KIDNEY_DISEASE Diabetes_Mellitus,_Non-Insulin-Dependent Hyperactive_behavior Hyperglycemia Spinal_Muscular_Atrophy Liver_carcinoma
TLK1	MITOTIC_SPINDLE	Medullary_carcinoma_of_thyroid Prostate_carcinoma Carcinogenesis Heart_failure B-Cell_Lymphomas Virus_Diseases Anaplastic_thyroid_carcinoma Peutz-Jeghers_Syndrome Malignant_neoplasm_of_prostate Schizophrenia Congestive_heart_failure Glioblastoma Herpes_Simplex_Infections Cholangiocarcinoma Neoplastic_Syndromes,_Hereditary vascular_ischemia Embryonal_Carcinoma melanoma Myotonic_Dystrophy Tuberculosis
DCTN4	DNA_REPAIR	Frontotemporal_dementia Bulbo-Spinal_Atrophy,_X-Linked Hepatitis_C Dengue_Fever Shigella_Infections Adenocarcinoma Malignant_neoplasm_of_prostate Hepatocarcinogenesis Prostate_carcinoma Alzheimer's_Disease Diabetic_Nephropathy Triple_Negative_Breast_Neoplasms Motor_neuron_atrophy Atherosclerosis Disorder_of_skeletal_system Central_neuroblastoma Glioblastoma_Multiforme Hamartoma_Syndrome,_Multiple Thyroid_Diseases Squamous_cell_carcinoma Tuberculosis Carcinoma,_Lewis_Lung Brain_Diseases Metabolic_Diseases Myofibrillar_Myopathy GRN-related_frontotemporal_dementia Neoplasms Neurodegenerative_Disorders Melanoma,_B16 Cholangiocarcinoma Spinocerebellar_Ataxia_Type_1 Asthma Amyloidosis Malignant_Neoplasms Pancreatic_Ductal_Adenocarcinoma Neuroblastoma Frontotemporal_Lobar_Degeneration Mixed_anxiety_and_depressive_disorder Endothelial_dysfunction Motor_Neuron_Disease TDP-43_Proteinopathies Cystic_Fibrosis Non-Small_Cell_Lung_Carcinoma Uterine_Corpus_Cancer Plaque,_Amyloid Carcinogenesis Neoplasm_Metastasis Huntington_Disease Colorectal_Carcinoma Amyotrophic_Lateral_Sclerosis Paget_Disease Endometrial_Carcinoma Hepatitis_B Senile_Plaques Rift_Valley_Fever Steatohepatitis Pseudomonas_aeruginosa_infection Primary_malignant_neoplasm Shy-Drager_Syndrome Tauopathies cervical_cancer Lafora_Disease Squamous_cell_carcinoma_of_the_head_and_neck Malignant_neoplasm_of_endometrium Osteitis_Deformans Liver_carcinoma Colorectal_Cancer Arteriosclerosis Breast_Carcinoma AMYOTROPHIC_LATERAL_SCLEROSIS_2,_JUVENILE_(disorder) Malignant_neoplasm_of_breast Renal_Cell_Carcinoma Glioma Obesity Glioblastoma
C8G	COAGULATION	
KLC1	MITOTIC_SPINDLE	Age-related_cataract Central_neuroblastoma Parkinson_Disease Neuroblastoma AIDS_related_complex Amyloidosis Alzheimer's_Disease Multiple_Sclerosis Cataract
PYGB	GLYCOLYSIS	
PEX16	BILE_ACID_METABOLISM	Peroxisome_biogenesis_disorders Degenerative_polyarthritis African_Trypanosomiasis Zellweger_Syndrome
SRF	ANDROGEN_RESPONSE	Hyperactive_behavior Seizures Urethral_Stricture Glioma Polycystic_Ovary_Syndrome Adenomatous_goiter Epilepsy SMITH-MCCORT_DYSPLASIA_1 Vascular_Diseases Follicular_adenoma Papillary_thyroid_carcinoma Heart_failure Tumor_Progression Prostate_carcinoma Cardiac_fibrosis Myelodysplasia Cardiac_defects Gastric_ulcer Stomach_Carcinoma Lymphangioleiomyomatosis Cerebrovascular_accident Chronic_Obstructive_Airway_Disease Thyroid_Gland_Follicular_Adenoma Secondary_malignant_neoplasm_of_bone Enterovirus_Infections Cardiomyopathy,_Familial_Idiopathic Malignant_Neoplasms Premature_aging_syndrome Ischemic_stroke Undifferentiated_carcinoma Invasive_Skin_Melanoma Primary_malignant_neoplasm Carcinogenesis Dermatologic_disorders melanoma Psoriasis Alzheimer's_Disease Systemic_Scleroderma Dementia_due_to_Alzheimer's_disease_(disorder) Neoplasm_Metastasis Adenocarcinoma_of_lung_(disorder) Immune_System_Diseases Carcinoma,_Papillary Congestive_heart_failure Spindle_cell_rhabdomyosarcoma Non-Small_Cell_Lung_Carcinoma Secondary_malignant_neoplasm_of_lung Status_Epilepticus Rheumatoid_Arthritis Friedreich_Ataxia Anaplastic_carcinoma Malignant_neoplasm_of_prostate Acute_Megakaryocytic_Leukemias Benign_Prostatic_Hyperplasia MYELODYSPLASTIC_SYNDROME social_stress Liver_carcinoma Myelomonocytic_leukemia Malignant_neoplasm_of_stomach Cardiomyopathies Breast_Carcinoma Stomach_Neoplasms Myopathy Hepatocarcinogenesis Cardiomyopathy,_Dilated Microcephaly Prostatic_Neoplasms
PAXIP1	GLYCOLYSIS	Malignant_neoplasm_of_breast Breast_Carcinoma Alzheimer's_Disease
TNNC2	MYOGENESIS	
HRC	MYOGENESIS	Neoplasm_Metastasis Melioidosis Renal_carcinoma Cardiomyopathy,_Familial_Idiopathic Ventricular_arrhythmia Heart_failure Diabetes Malignant_neoplasm_of_kidney Diabetes_Mellitus,_Non-Insulin-Dependent Carcinogenesis Glioma Congestive_heart_failure Secondary_malignant_neoplasm_of_lung Cardiomyopathy,_Dilated Diabetes_Mellitus Liver_carcinoma Polycythemia_Vera
PHF3	UV_RESPONSE_DN	Alcoholic_Intoxication,_Chronic Glioblastoma_Multiforme Glioblastoma
LDB3	MYOGENESIS	Myotonic_Dystrophy Left_ventricular_noncompaction_cardiomyopathy Cardiomyopathy,_Familial_Idiopathic Cardiomyopathies Myofibrillar_Myopathy Cardiomyopathy,_Dilated Myopathy MYOTONIC_DYSTROPHY_1 Chronic_myeloproliferative_disorder Left_ventricular_noncompaction Heart_Diseases Arrhythmogenic_Right_Ventricular_Dysplasia Leukemia,_Myelocytic,_Acute
TMEM45A	HYPOXIA	Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Liver_neoplasms Malignant_neoplasm_of_breast Liver_carcinoma Breast_Carcinoma Malignant_neoplasm_of_liver
SPRR3	KRAS_SIGNALING_DN	Malignant_neoplasm_of_esophagus Eczema Eosinophilic_esophagitis EPIDERMAL_DIFFERENTIATION_COMPLEX Sarcoma Squamous_cell_carcinoma_of_esophagus Squamous_cell_carcinoma Dermatitis,_Atopic Dermatologic_disorders Barrett_Epithelium Pruritus Verrucous_carcinoma Adenocarcinoma Esophageal_carcinoma
LAS1L	MYC_TARGETS_V2	SPINAL_MUSCULAR_ATROPHY_WITH_RESPIRATORY_DISTRESS_1
TSPAN4	APICAL_JUNCTION	melanoma
SLC3A2	P53_PATHWAY	Ventricular_dilatation_(disorder) Prostate_carcinoma Rabies_(disorder) Severe_Combined_Immunodeficiency Malignant_neoplasm_of_ovary Intestinal_infectious_disease_(disorder) Hemophilia,_NOS Immunoproliferative_Small_Intestinal_Disease ARTHROGRYPOSIS,_DISTAL,_TYPE_2B Cervix_carcinoma Cramping_sensation_quality Stomach_Neoplasms Colorectal_Cancer Rhabdoid_Tumor Precursor_B-cell_lymphoblastic_leukemia Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Lymphoproliferative_Disorders Menkes_Kinky_Hair_Syndrome Lupus_Erythematosus,_Discoid Lupus_Erythematosus,_Systemic Vasculitis Myasthenia_Gravis Mucosa-Associated_Lymphoid_Tissue_Lymphoma Cardiomyopathies Bacterial_sepsis Lymphoma,_Follicular gamma-Chain_Disease Heavy_Chain_Deposition_Disease Agammaglobulinemia Diabetes_Mellitus,_Non-Insulin-Dependent EAR,_PATELLA,_SHORT_STATURE_SYNDROME Neoplasms Immunologic_Deficiency_Syndromes Malignant_neoplasm_of_lung Hyperlipoproteinemia_Type_IIa Teratoma Congenital_Thrombotic_Thrombocytopenic_Purpura Retinal_Detachment Welander_Distal_Myopathy Monoclonal_B-Cell_Lymphocytosis Heart_Diseases Left_ventricular_noncompaction Marginal_Zone_B-Cell_Lymphoma Equilibration_disorder Alopecia_Areata Renal_Cell_Carcinoma Idiopathic_Membranous_Glomerulonephritis Primary_Systemic_Amyloidosis Leukemogenesis Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Peripheral_demyelinating_neuropathy Eosinophilic_esophagitis Cardiomyopathy,_Familial_Idiopathic Diabetes,_Autoimmune Hypertrophic_Cardiomyopathy Metastatic_Malignant_Neoplasm_to_the_Leptomeninges cervical_cancer Esophageal_Neoplasms Eosinophilia Atherosclerosis Primary_intraocular_non-Hodgkin_malignant_lymphoma Hodgkin_Disease Familial_primary_gastric_lymphoma Ciliary_Motility_Disorders Heart_failure Neoplasm,_Residual Nodular_Sclerosis_Classical_Hodgkin_Lymphoma Acquired_Hypogammaglobulinemia Plasma_Cell_Neoplasm Bacterial_Infections Colitis Measles Crohn_Disease Lymphoma,_AIDS-Related Osteosarcoma Precursor_B-Cell_Lymphoblastic_Leukemia-Lymphoma Primary_malignant_neoplasm_of_lung Hypertensive_disease Allergic_rhinitis_(disorder) Multiple_Myeloma Cystinuria_type_1 Graves_Disease Choriocarcinoma Stomach_Carcinoma Monoclonal_Gammopathy_of_Undetermined_Significance Hepatosplenomegaly Cancer_of_Urinary_Tract Celiac_Disease Rhabdomyosarcoma Lymphoma Immunoblastic_Large-Cell_Lymphoma Left_ventricular_noncompaction_cardiomyopathy Lupus_Erythematosus Carcinogenesis Moyamoya_disease_1 ovarian_neoplasm Blast_Phase Amyotrophic_Lateral_Sclerosis DOSAGE-SENSITIVE_SEX_REVERSAL Distal_arthrogryposis_syndrome Stereotypic_Movement_Disorder Porphyria_Cutanea_Tarda Carcinoma_in_situ_of_uterine_cervix Leukemia,_Myelocytic,_Acute Common_Variable_Immunodeficiency Kartagener_Syndrome Phenylketonurias Liver_carcinoma Richter's_syndrome Tumor_Progression Charcot-Marie-Tooth_Disease Liver_Failure,_Acute Leukemia,_B-Cell Non-Small_Cell_Lung_Carcinoma Plasmacytoma Carcinoma_of_lung Malignant_neoplasm_of_liver Adult_Acute_Lymphocytic_Leukemia Childhood_Osteosarcoma Esophageal_carcinoma Glioblastoma Pemphigus_Vulgaris Inflammatory_cardiomyopathy Precursor_cell_lymphoblastic_lymphoma Alopecia Infant,_Premature Chronic_kidney_disease_stage_5 Gastric_lymphoma Epithelial_ovarian_cancer Rheumatoid_Arthritis M5b_Acute_differentiated_monocytic_leukemia Lymphoid_leukemia Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Aneurysm Autoimmune_hemolytic_anemia Uterine_Fibroids Diffuse_Large_B-Cell_Lymphoma Dejerine-Sottas_Disease_(disorder) Adenomatous_Polyposis_Coli Germ_cell_tumor Acquired_haemophilia Malignant_Neoplasms Elastosis_perforans_serpiginosa Allergic_disposition Central_Core_Myopathy_(disorder) Dermatitis,_Atopic Hematopoietic_Neoplasms Rhinitis Angioimmunoblastic_Lymphadenopathy Cardiomyopathy,_Dilated Malformations_of_Cortical_Development Immune_thrombocytopenic_purpura Malignant_neoplasm_of_kidney Acute_biphenotypic_leukemia THROMBOCYTOPENIA_2_(disorder) Fibroid_Tumor Lymphoma,_Large-Cell,_Follicular Ovarian_Carcinoma Glioblastoma_Multiforme Disorder_of_skeletal_muscle Osteosarcoma_of_bone Small_Lymphocytic_Lymphoma Angioendotheliomatosis Cardiomyopathy,_Hypertrophic,_Familial Asthma Chronic_Lymphocytic_Leukemia Herpes_Simplex_Infections Meningioma,_benign,_no_ICD-O_subtype Malignant_lymphoma_-_lymphoplasmacytic Cystadenocarcinoma,_Serous Congestive_heart_failure Acute_Undifferentiated_Leukemia Left_Ventricular_Hypertrophy Ulcerative_Colitis Congenital_glucose-galactose_malabsorption Eosinophilic_disorder Thymoma Classical_Hodgkin's_Lymphoma Hyper-IgM_Immunodeficiency_Syndrome,_Type_1 leukemia Malignant_neoplasm_of_esophagus Burkitt_Lymphoma Prune_Belly_Syndrome Lymphoma,_Non-Hodgkin Plasmablastic_lymphoma Acute_lymphocytic_leukemia Primary_central_nervous_system_lymphoma Hepatitis_B Multiple_Sclerosis Childhood_Acute_Lymphoblastic_Leukemia Trichohepatoenteric_Syndrome Meningeal_Lymphoma Adult_Lymphoblastic_Lymphoma Leukemia,_Plasma_Cell Hypertrophic_disorder_of_skin,_unspecified Cystinuria Splenic_Marginal_Zone_B-Cell_Lymphoma Intellectual_Disability Myopathy Precursor_T-cell_lymphoblastic_lymphoma Lysinuric_Protein_Intolerance Breast_Carcinoma B-Cell_Lymphomas Mucinous_Adenocarcinoma Waldenstrom_Macroglobulinemia Colorectal_Carcinoma SEBASTIAN_SYNDROME Tumor_Promotion Autoimmune_Diseases Cysticercosis Acute_leukemia Squamous_cell_carcinoma_of_the_head_and_neck Sarcoidosis Clear-cell_metastatic_renal_cell_carcinoma Peripheral_T-Cell_Lymphoma Hay_fever Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Ventricular_arrhythmia Myeloid_Leukemia,_Chronic Eczema Renal_carcinoma Trisomy Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Sensory_neuropathy Chronic_granulomatous_disease
EXOC4	APICAL_JUNCTION	Alzheimer's_Disease Malignant_neoplasm_of_prostate Prostate_carcinoma Polycystic_Kidney,_Autosomal_Dominant Malignant_Peripheral_Nerve_Sheath_Tumor Rheumatoid_Arthritis Squamous_cell_carcinoma
SIRT6	COMPLEMENT	Malignant_neoplasm_of_esophagus Malignant_Neoplasms Refractory_cancer Squamous_cell_carcinoma Prostate_carcinoma Colon_Carcinoma Arthritis Squamous_cell_carcinoma_of_skin Hepatitis Huntington_Disease Hypoglycemia Papillary_thyroid_carcinoma Sporadic_Breast_Carcinoma Malignant_neoplasm_of_lung Fatty_Liver Neoplasm_Metastasis Childhood_Neuroblastoma Dental_Plaque Chronic_Obstructive_Airway_Disease Lymphopenia Hematologic_Neoplasms Prediabetes_syndrome Liver_carcinoma Primary_malignant_neoplasm_of_lung Fatty_Liver_Disease Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Endometrial_Carcinoma Uterine_Corpus_Cancer Septicemia Carcinogenesis Malignant_neoplasm_of_breast bone_destruction Chronic_liver_disease Central_neuroblastoma Intervertebral_Disc_Degeneration Malignant_neoplasm_of_endometrium Degenerative_polyarthritis Neuroblastoma Werner_Syndrome Malignant_neoplasm_of_pancreas Primary_malignant_neoplasm Breast_Carcinoma Prostatic_Neoplasms Malignant_neoplasm_of_liver Steatohepatitis Obesity Nonalcoholic_Steatohepatitis Esophageal_Neoplasms Premature_Obstetric_Labor Malignant_neoplasm_of_prostate Esophageal_carcinoma Metabolic_Diseases Sepsis Neoplasms Carcinoma_of_lung Hepatocarcinogenesis Malignant_neoplasm_of_skin Pancreatic_Ductal_Adenocarcinoma Diabetes_Mellitus,_Non-Insulin-Dependent Rheumatoid_Arthritis Premature_aging_syndrome Senile_Plaques Noninfiltrating_Intraductal_Carcinoma Liver_neoplasms Hepatitis,_Chronic Malignant_tumor_of_colon Pancreatic_carcinoma
MAGIX	KRAS_SIGNALING_DN	
RAB17	ESTROGEN_RESPONSE_EARLY	Liver_carcinoma Neoplasm_Metastasis
AAAS	DNA_REPAIR	Chronic_Obstructive_Airway_Disease leukemia Cataract Breast_Carcinoma Glycogen_storage_disease_type_II Axonal_neuropathy Aneurysm Multiple_Myeloma Adrenal_cortical_hypofunction Neuroblastoma Dystonia Nicotinamide_adenine_dinucleotide_coenzyme_Q_reductase_deficiency Hamartoma_Syndrome,_Multiple Myopathy Rheumatoid_Arthritis Moyamoya_disease_1 Spastic_Ataxia Seizures Aortic_Aneurysm,_Abdominal Cerebellar_degeneration Dystonia,_Primary polyps Poorly_Differentiated_Thyroid_Carcinoma Neurodegenerative_Disorders Hematologic_Neoplasms Liver_carcinoma Spastic_Paraplegia,_Hereditary Carcinoma_of_lung 3-Methylglutaconic_aciduria_type_2 Peroxisome_biogenesis_disorders Primary_biliary_cirrhosis Dystonia_Disorders Vascular_Diseases Diabetes_Mellitus Fanconi_Anemia Neuropathy Glucocorticoid_deficiency nervous_system_disorder Azoospermia Esophageal_Achalasia Primary_malignant_neoplasm_of_lung Peripheral_Arterial_Diseases Frontotemporal_dementia Anxiety Hepatitis,_Autoimmune Diabetes Malignant_neoplasm_of_breast Alacrima Hypoglycemia Malignant_neoplasm_of_lung Limb_ischemia Myoclonus Glucocorticoid_deficiency_with_achalasia Liver_neoplasms Central_neuroblastoma Graves_Disease Early_onset_torsion_dystonia Aortic_Aneurysm Spastic_Paraplegia_Type_7 Moyamoya_Disease melanoma Obesity Aortic_Aneurysm,_Thoracic Adrenal_gland_hypofunction Achalasia Alzheimer's_Disease Autonomic_nervous_system_disorders Henoch-Schoenlein_Purpura Osteitis_Deformans Idiopathic_achalasia_of_esophagus Carcinogenesis
PRKAB1	P53_PATHWAY	Arteriosclerosis Diabetes_Mellitus Malignant_neoplasm_of_liver Central_neuroblastoma Malignant_neoplasm_of_ovary Cardiomyopathy,_Hypertrophic,_Familial Myocardial_Ischemia Neoplasm_Metastasis Breast_Carcinoma Ischemia_of_kidney Critical_illness_myopathy Medulloblastoma Acidosis,_Lactic Adult_Glioblastoma Metabolic_Syndrome_X Fatty_Liver Non-alcoholic_Fatty_Liver_Disease Vascular_inflammations Fibromyalgia Colorectal_Carcinoma Metabolic_Diseases Obesity Adenocarcinoma_of_pancreas Prostate_carcinoma periodic_paralysis_(finding) Gyrate_Atrophy Atherosclerosis Lung_cyst Solid_Neoplasm Liver_diseases Malignant_tumor_of_colon Primary_malignant_neoplasm_of_lung refractory_CML Ductal_Breast_Carcinoma Leukemia,_Myelocytic,_Acute Inflammatory_Bowel_Diseases Hyperinsulinism Colon_Carcinoma Liver_carcinoma Stomach_Carcinoma Experimental_Organism_Basal_Cell_Carcinoma leukemia Leukemogenesis Tumor_Progression Malignant_neoplasm_of_breast Carcinogenesis TUBEROUS_SCLEROSIS_1_(disorder) Coronary_Arteriosclerosis Diabetic_Neuralgia Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_stomach Malignant_neoplasm_of_large_intestine Pain Malignant_neoplasm_of_pancreas Steatohepatitis Diabetes_Mellitus,_Non-Insulin-Dependent Renal_Cell_Carcinoma Mammary_Neoplasms Mammary_Ductal_Carcinoma Hepatitis_C Cardiomyopathies Childhood_Glioblastoma Muscular_Dystrophy,_Oculopharyngeal Carcinoma_of_lung Colitis Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Wolff-Parkinson-White_Syndrome Familial_Periodic_Paralysis stage,_gastric_cancer Colorectal_Cancer Hyperactive_behavior Carcinoma_of_bladder Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Glioma Alzheimer's_Disease Acute_lymphocytic_leukemia Congenital_Heart_Defects Malignant_neoplasm_of_prostate Hematologic_Neoplasms Malignant_Pleural_Mesothelioma Memory_dysfunction Endothelial_dysfunction Diabetes Tuberous_Sclerosis melanoma Bladder_Neoplasm Muscle_Weakness Renal_tubular_disorder Myeloid_Leukemia,_Chronic Glioblastoma Malignant_neoplasm_of_lung Squamous_cell_carcinoma Infection_by_Cryptococcus_neoformans Ovarian_Carcinoma Hereditary_hemochromatosis Neuroblastoma Malignant_neoplasm_of_urinary_bladder
STRBP	SPERMATOGENESIS	
PICALM	HEME_METABOLISM	Diffuse_Large_B-Cell_Lymphoma Alzheimer's_Disease Familial_lichen_amyloidosis MIXED_LINEAGE_LEUKEMIA Learning_Disabilities Schizophrenia Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Leukemogenesis Acute_Megakaryocytic_Leukemias Cerebral_atrophy Impaired_cognition Parkinson_Disease Gestational_Diabetes Acute_leukemia Acute_lymphocytic_leukemia Presenile_dementia Monocytic_leukemia Dementia Alzheimer_Disease,_Late_Onset Amyloidosis Myeloid_Leukemia NEUROFIBROMATOSIS,_TYPE_1-LIKE_SYNDROME Impaired_glucose_tolerance Down_Syndrome Hypercholesterolemia Leukemia,_Myelocytic,_Acute M5b_Acute_differentiated_monocytic_leukemia Teratoma Mild_cognitive_disorder leukemia Neurofibromatosis_1
HYOU1	UNFOLDED_PROTEIN_RESPONSE	Glioblastoma Diabetic_Nephropathy Diabetes_Mellitus Kidney_Failure,_Acute Lipoid_nephrosis Glioma Obesity Coronary_Arteriosclerosis Thyroid_carcinoma Stomach_Carcinoma Secondary_malignant_neoplasm_of_lung Diabetes Myocardial_Ischemia Pre-renal_acute_kidney_injury Diabetes_Mellitus,_Non-Insulin-Dependent Transient_ischemia Malignant_neoplasm_of_thyroid Melanoma,_B16
S100A11	CHOLESTEROL_HOMEOSTASIS	Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Eczema Choriocarcinoma Ovarian_Carcinoma Colorectal_Cancer early_pregnancy Bipolar_Disorder Malignant_neoplasm_of_lung Prostate_carcinoma Squamous_cell_carcinoma_of_esophagus Adenoma Renal_carcinoma Liver_carcinoma Malignant_neoplasm_of_breast Carcinoma,_Large_Cell Neoplasm_Metastasis Smooth_Muscle_Tumor Non-Small_Cell_Lung_Carcinoma Colorectal_Carcinoma Fibroid_Tumor Primary_malignant_neoplasm_of_lung Primary_malignant_neoplasm Intrahepatic_Cholangiocarcinoma Adenocarcinoma Carcinoma_of_lung Influenza Schizophrenia Tumor_Progression Papillary_thyroid_carcinoma Carcinoma_of_urinary_bladder,_superficial Uterine_Fibroids Squamous_cell_carcinoma Carcinoma_of_bladder Malignant_neoplasm_of_stomach Malignant_Neoplasms Adenocarcinoma_of_lung_(disorder) Bacterial_Endocarditis Dermatitis,_Atopic Stomach_Carcinoma Infective_endocarditis Renal_Cell_Carcinoma Breast_Carcinoma Malignant_neoplasm_of_prostate Benign_Prostatic_Hyperplasia Malignant_neoplasm_of_ovary invasive_cancer Degenerative_polyarthritis
DLG5	ESTROGEN_RESPONSE_LATE	Malignant_neoplasm_of_prostate Carcinogenesis Prostate_carcinoma Carcinoma_of_bladder Breast_Carcinoma Neoplasm_Metastasis Pediatric_Crohn's_disease Pancreatic_Ductal_Adenocarcinoma Bladder_Neoplasm Inflammatory_Bowel_Diseases Irritable_Bowel_Syndrome Colitis Primary_sclerosing_cholangitis Tumor_Progression Malignant_neoplasm_of_urinary_bladder Malignant_neoplasm_of_breast Crohn_Disease Renal_cyst Hydrocephalus Ulcerative_Colitis
POLR3C	DNA_REPAIR	
TAL1	HEME_METABOLISM	Adult_T-Cell_Lymphoma/Leukemia Precursor_cell_lymphoblastic_lymphoma Skin_carcinoma Huntington_Disease Depressive_Symptoms Anemia Myeloid_Leukemia Depressive_disorder liposarcoma Obesity Acute_lymphocytic_leukemia Leukemia,_T-Cell Lymphoma,_Follicular Congenital_chromosomal_disease Psychological_symptom Acute_Undifferentiated_Leukemia Shwachman_syndrome Undifferentiated_leukemia Carcinogenesis Lymphoma Leukemia,_Myelocytic,_Acute Germ_cell_tumor Fibromyalgia Myelofibrosis Psychotic_symptom Arthritis,_Psoriatic Trisomy Reticulosarcoma Aplastic_Anemia Obsessions Polycythemia_Vera Psychoticism Squamous_cell_carcinoma_of_skin Neoplasm_Metastasis Acute_Erythroblastic_Leukemia Paranoid_ideation Neoplasm,_Residual Mental_Retardation Somatization Acute_leukemia Unipolar_Depression Precursor_T-cell_lymphoblastic_lymphoma Disseminated_Intravascular_Coagulation Gastrointestinal_Carcinoid_Tumor Diffuse_Large_B-Cell_Lymphoma Adult_Acute_Lymphocytic_Leukemia T-Cell_Lymphoma Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Schizophrenia Myeloid_Leukemia,_Chronic Thymus_Neoplasms Major_Depressive_Disorder leukemia Psychiatric_symptom B-Cell_Lymphomas child_abuse_behavior Intellectual_Disability Pain Childhood_Acute_Lymphoblastic_Leukemia Mental_Depression Childhood_T_Acute_Lymphoblastic_Leukemia Rheumatoid_Arthritis Obsessive_compulsive_behavior Hemophilia_A Tumor_Lysis_Syndrome Treatment_related_acute_myeloid_leukaemia Anxiety_Disorders melanoma Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Breast_Carcinoma Lymphoid_leukemia Hemophilia,_NOS Leukemogenesis Squamous_cell_carcinoma Malignant_neoplasm_of_breast Mild_depression Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Eating_Disorders Mental_disorders Substance_abuse_problem Anxiety Squamous_intraepithelial_lesion
TAP2	ALLOGRAFT_REJECTION	Bipolar_Disorder Malignant_neoplasm_of_breast Chronic_Lymphocytic_Leukemia Multiple_Sclerosis,_Relapsing-Remitting Bronchiectasis Recurrent_Carcinoma Fanconi_Anemia Burkitt_Lymphoma Behcet_Syndrome Diffuse_Large_B-Cell_Lymphoma Allergic_disposition Reiter_Syndrome Colorectal_Carcinoma Dermatitis,_Atopic Rheumatoid_Arthritis Colorectal_Cancer Sarcoidosis Lymphoma,_Non-Hodgkin Breast_Carcinoma Agnosia_for_Pain Diabetes_Mellitus,_Insulin-Dependent Hodgkin_Disease Schizophrenia Hepatitis_B Lupus_Erythematosus,_Systemic Chronic_lung_disease Familial_multiple_trichoepitheliomata Sjogren's_Syndrome Dengue_Fever Encephalitis,_St._Louis Liver_diseases Idiopathic_bronchiectasis Virus_Diseases Carcinogenesis Alzheimer's_Disease Eclampsia melanoma Bare_Lymphocyte_Syndrome,_Type_I Bare_lymphocyte_syndrome_2 Peripheral_T-Cell_Lymphoma Malignant_tumor_of_cervix Lymphoma,_Follicular Hepatitis,_Chronic FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Primary_Sjögren's_syndrome Celiac_Disease Optic_Atrophy,_Hereditary,_Leber Gastric_Adenocarcinoma cervical_cancer Cervix_carcinoma Renal_Cell_Carcinoma Myasthenia_Gravis Esophageal_carcinoma Leber_Congenital_Amaurosis Eczema Multiple_Sclerosis Lymphoproliferative_Disorder_of_the_Skin Hepatitis_C Ankylosing_spondylitis
CETN2	DNA_REPAIR	Meningioma Hydrocephalus Pituitary_Neoplasms Retinoblastoma XERODERMA_PIGMENTOSUM,_COMPLEMENTATION_GROUP_C Malnutrition Carcinoma_breast_stage_IV Dysosmia Meningioma,_benign,_no_ICD-O_subtype Cacosmia Ciliopathies Astrocytoma
